Grad,Deo_Grada,Ulica,Cena_EUR,Kvadratura_m2,Cena_po_m2,Naslov,Link,Lokacija_Osnovna
Beograd,Beograd na vodi,Hercegovacka,967500,215.0,4500.0,"BW ECHO,PENTHOUSE,LUX!",https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-echo-penthouse-lux/Nk5NLNfMj7e/,"Beograd na vodi, Beograd, Srbija"
Kopaonik,Stefana Prvovencanog,N/A,32000,20.0,1600.0,"KOPAONIK,RESIDENCE HILL!",https://www.nekretnine.rs/stambeni-objekti/stanovi/kopaonik-residence-hill/NkpPtx42g6F/,"Kopaonik, Srbija"
Kopaonik,Stefana Prvovencanog,N/A,54000,30.0,1800.0,"Kopaonik,LUX APARTMANI.",https://www.nekretnine.rs/stambeni-objekti/stanovi/kopaonik-lux-apartmani/NkWYl01Hz1V/,"Kopaonik, Srbija"
Beograd,Beograd na vodi,Hercegovacka,316000,79.0,4000.0,BW VERDE-LUX STAN!,https://www.nekretnine.rs/stambeni-objekti/stanovi/bw-verde-lux-stan/NkC2_UUoIIS/,"Beograd na vodi, Beograd, Srbija"
Novi Sad,Novo Naselje,N/A,90180,34.0,2652.35,Jednosoban stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-na-novom-naselju/Nk8x9D_W7AY/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Adice,N/A,123600,42.0,2942.86,Dvosoban stan 42m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-42m2/NkCgsB6bOZb/,"Adice, Novi Sad, Srbija"
Novi Sad,Subotički bulevar,N/A,185400,70.0,2648.57,Četvorosoban stan na Bulevaru Evrope,https://www.nekretnine.rs/stambeni-objekti/stanovi/cetvorosoban-stan-na-bulevaru-evrope/NkfY3G3GsXr/,"Subotički bulevar, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,90180,34.0,2652.35,Jednosoban stan na Novom Naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednosoban-stan-na-novom-naselju/NkbyKnCVv74/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Liman 3,N/A,106710,56.0,1905.54,Komforan troiposoban stan od 86m² na odličnoj lokaciji,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-troiposoban-stan-od-86m2-na-odlicnoj-lokaciji/NkFxzlKHjyx/,"Liman 3, Novi Sad, Srbija"
Beograd,Dedinje (RTV Pink),Alekse Bačvanskog,335000,93.0,3602.15,"Prodajemo 4.5 stan na Dedinju, 93m2, dve etaže",https://www.nekretnine.rs/stambeni-objekti/stanovi/prodajemo-45-stan-na-dedinju-93m2-dve-etaze/NkNTFSmKl2u/,"Dedinje (RTV Pink), Beograd, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,175100,69.0,2537.68,Odličan troiposoban stan na Avijaticarskom naselju,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-troiposoban-stan-na-avijaticarskom-naselju/Nk2189fIHdB/,"Avijatičarsko naselje, Novi Sad, Srbija"
Beograd,Banjica,N/A,148000,38.0,3894.74,PAUNOV BREG 2.0 NOV - SA GARAŽOM,https://www.nekretnine.rs/stambeni-objekti/stanovi/paunov-breg-20-nov-sa-garazom/NkX72pG1k23/,"Banjica, Beograd, Srbija"
Novi Sad,Železnička stanica,N/A,153000,57.0,2684.21,Odlican stan,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan/NkHL3hET9TR/,"Železnička stanica, Novi Sad, Srbija"
Novi Sad,Lipov gaj,N/A,129160,66.0,1956.97,Na prodaju komforan stan u mirnom delu Veternika.,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-komforan-stan-u-mirnom-delu-veternika/NkvOimpzDKk/,"Lipov gaj, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,190810,62.0,3077.58,Trosoban stan na Podbari - Top iygradnja,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-stan-na-podbari-top-iygradnja/Nkl5FXWhdAP/,"Podbara, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,176500,57.0,3096.49,TROSOBAN U KVALITETNOJ ZGRADI NADOMAK CENTRA!,https://www.nekretnine.rs/stambeni-objekti/stanovi/trosoban-u-kvalitetnoj-zgradi-nadomak-centra/NkSuJEKjn7V/,"Salajka, Novi Sad, Srbija"
Novi Sad,Adice,N/A,123600,42.0,2942.86,Predstavljamo Vam četvorosoban stan,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-cetvorosoban-stan/NkIN_BLoRZ_/,"Adice, Novi Sad, Srbija"
Novi Sad,Detelinara,N/A,266150,136.0,1956.99,Odlican stan,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan/Nk7wcaYZFuB/,"Detelinara, Novi Sad, Srbija"
Novi Sad,Železnička stanica,N/A,153000,57.0,2684.21,Renoviran dvosoban stan na izuzetno traženoj lokaciji- Železnička stanica.,https://www.nekretnine.rs/stambeni-objekti/stanovi/renoviran-dvosoban-stan-na-izuzetno-trazenoj-lokaciji-zeleznicka-stanica/Nkn4npfxqPW/,"Železnička stanica, Novi Sad, Srbija"
Novi Sad,Adice,N/A,103000,50.0,2060.0,ODLIČAN dvoiposoban stan 50m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvoiposoban-stan-50m2/Nkp60_-0yq0/,"Adice, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,167640,54.0,3104.44,DVOIPOSOBAN U KVALITETNOJ ZGRADI NADOMAK CENTRA!,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvoiposoban-u-kvalitetnoj-zgradi-nadomak-centra/NkHStTO0H09/,"Salajka, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,185400,93.0,1993.55,Troiposoban stan na Podbari!,https://www.nekretnine.rs/stambeni-objekti/stanovi/troiposoban-stan-na-podbari/Nk8RvQ-8GA6/,"Podbara, Novi Sad, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,175100,69.0,2537.68,Porodican stan u novoj zgradi!,https://www.nekretnine.rs/stambeni-objekti/stanovi/porodican-stan-u-novoj-zgradi/NkzBPoujbR8/,"Avijatičarsko naselje, Novi Sad, Srbija"
Novi Sad,Centar,N/A,135960,38.0,3577.89,Odličan dvosoban u centru grada!,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvosoban-u-centru-grada/NkumYCwfwCZ/,"Centar, Novi Sad, Srbija"
Novi Sad,Somborski bulevar,N/A,133900,47.0,2848.94,Fantastican dvosoban na TOP lokaciji!,https://www.nekretnine.rs/stambeni-objekti/stanovi/fantastican-dvosoban-na-top-lokaciji/NkIAuTf_GnT/,"Somborski bulevar, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,Kompletno namešten dvosoban stan na Grbavici,https://www.nekretnine.rs/stambeni-objekti/stanovi/kompletno-namesten-dvosoban-stan-na-grbavici/NkBPbF7iJKE/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,175100,69.0,2537.68,Odličan stan na Avijaciji,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-na-avijaciji/Nks8_Hgqj_j/,"Avijatičarsko naselje, Novi Sad, Srbija"
Novi Sad,Salajka,N/A,271100,112.0,2420.54,Odlican stan Salajka,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-salajka/Nklj0rOPQr5/,"Salajka, Novi Sad, Srbija"
Novi Sad,Centar,N/A,154500,55.0,2809.09,CENTAR-ODLIČNA PONUDA,https://www.nekretnine.rs/stambeni-objekti/stanovi/centar-odlicna-ponuda/NkI9HbSmjCu/,"Centar, Novi Sad, Srbija"
Novi Sad,Somborski bulevar,N/A,429640,158.0,2719.24,LUX urbana vila - PETOSOBAN - Vrhunski kvalitet,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-urbana-vila-petosoban-vrhunski-kvalitet/NkTvCNvDi9w/,"Somborski bulevar, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,Dvosoban stan na Grbavici!,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-na-grbavici/NkcNpFywRaM/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,124630,55.0,2266.0,"Odličan stan na Novom Naselju, 55m2!",https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-stan-na-novom-naselju-55m2/NkZkXBEIrWJ/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,vetao namešten stan na GRBAVICI. Ostava u podrumu je u ceni! 41m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/vetao-namesten-stan-na-grbavici-ostava-u-podrumu-je-u-ceni-41m2/NkEBfBZHxeN/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,Dvosoban stan na Grbavici,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-na-grbavici/NkKjNvZy5x9/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,"Na prodaju kompletno namešten dvosoban stan na Grbavici, na odličnoj i traženoj lokaciji.",https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-kompletno-namesten-dvosoban-stan-na-grbavici-na-odlicnoj-i-trazenoj-lokaciji/NkcnA4-fwxe/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,144200,41.0,3517.07,Grbavica-namešten 1/1 064/1494114,https://www.nekretnine.rs/stambeni-objekti/stanovi/grbavica-namesten-11-0641494114/Nk2btb0uSby/,"Grbavica, Novi Sad, Srbija"
Novi Sad,Spens,N/A,123600,33.0,3745.45,Jednoiposoban stan na Spensu!,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-stan-na-spensu/NkJH9BQdNDw/,"Spens, Novi Sad, Srbija"
Novi Sad,Telep,N/A,279130,87.0,3208.39,"Stan,NOVI SAD,TELEP,kv: 87.00, € 279130, ID: 1003767",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-novi-sad-telep-kv-8700-eur-279130-id-1003767/NkzgskeH2BM/,"Telep, Novi Sad, Srbija"
Novi Sad,Novo Naselje,N/A,159650,59.0,2705.93,NOVO NASELJE-DVOIPOSOBAN,https://www.nekretnine.rs/stambeni-objekti/stanovi/novo-naselje-dvoiposoban/Nk0I2nzYy1e/,"Novo Naselje, Novi Sad, Srbija"
Novi Sad,Telep,N/A,133900,47.0,2848.94,Na prodaju komforan dvosoban stan.,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-komforan-dvosoban-stan/Nk9fbYoo6Gy/,"Telep, Novi Sad, Srbija"
Beograd,Medaković II,Borivoja Stevanovića,189000,73.0,2589.04,"Medaković 2, Borivoja Stevanovića, mereno 78m2 ID#14036",https://www.nekretnine.rs/stambeni-objekti/stanovi/medakovic-2-borivoja-stevanovica-mereno-78m2-id14036/NkX6A1hm87e/,"Medaković II, Beograd, Srbija"
Novi Sad,Podbara,N/A,128750,47.0,2739.36,Podbara-dvosoban 064/1494114,https://www.nekretnine.rs/stambeni-objekti/stanovi/podbara-dvosoban-0641494114/NkmhKLkUyYy/,"Podbara, Novi Sad, Srbija"
Novi Sad,Centar,N/A,169950,49.0,3468.37,Fenomenalan stan u centru Novog Sada!,https://www.nekretnine.rs/stambeni-objekti/stanovi/fenomenalan-stan-u-centru-novog-sada/NkyV76yI4jj/,"Centar, Novi Sad, Srbija"
Novi Sad,Telep,N/A,53050,32.0,1657.81,Prodaje se odlična i veoma komforna garsonjera u novijoj zgradi na Bulevaru patrijarha Pavla.,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaje-se-odlicna-i-veoma-komforna-garsonjera-u-novijoj-zgradi-na-bulevaru-patrijarha-pavla/NkaJZJX9wNR/,"Telep, Novi Sad, Srbija"
Novi Sad,Detelinara nova,N/A,380000,129.0,2945.74,Komforan stan na N. Detelinari 129m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/komforan-stan-na-n-detelinari-129m2/Nknt9RrhjSH/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Adice,N/A,42380,27.0,1569.63,Prodaje se stan na Adicama 27m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaje-se-stan-na-adicama-27m2/NkJeeA9PYxc/,"Adice, Novi Sad, Srbija"
Novi Sad,Centar,N/A,135960,38.0,3577.89,Predstavljamo Vam stan u samom srcu grada.,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-stan-u-samom-srcu-grada/NkhuFs_1DjD/,"Centar, Novi Sad, Srbija"
Novi Sad,Subotički bulevar,N/A,258530,86.0,3006.16,Bul.Evrope-extra trosoban 1/1-064/1494114,https://www.nekretnine.rs/stambeni-objekti/stanovi/bulevrope-extra-trosoban-11-0641494114/NkY5tf8jc_o/,"Subotički bulevar, Novi Sad, Srbija"
Novi Sad,Adice,N/A,139740,88.0,1587.95,Odlična ponuda !,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-ponuda-/NkVTDsuKLJz/,"Adice, Novi Sad, Srbija"
Novi Sad,Centar,N/A,169950,49.0,3468.37,Odlican dvoiposoban stan u blizini Keja,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvoiposoban-stan-u-blizini-keja/NktmPGaQHZh/,"Centar, Novi Sad, Srbija"
Novi Sad,Adice,N/A,132620,52.0,2550.38,Odlična prilika,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlicna-prilika/NktaodXHwH5/,"Adice, Novi Sad, Srbija"
Niš,Ćele kula,Svetozara Markovića,150000,80.0,1875.0,"Stan 75m2, kod Narodnog pozorišta",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-75m2-kod-narodnog-pozorista/NkkFysZrda6/,"Ćele kula, Niš, Srbija"
Niš,Pantelej,Somborski bulevar,118500,62.0,1911.29,"Dvosoban stan u funkciji dvoiposobnog 62m2, Pantelej",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-funkciji-dvoiposobnog-62m2-pantelej/Nk7klB_mLP9/,"Pantelej, Niš, Srbija"
Niš,Pantelej,Somborski bulevar,118500,62.0,1911.29,"Dvosoban stan u funkciji dvoiposobnog 62m2, Pantelej",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-funkciji-dvoiposobnog-62m2-pantelej/Nk7klB_mLP9/,"Pantelej, Niš, Srbija"
Novi Sad,Detelinara nova,N/A,133900,58.0,2308.62,Odličan dvosoban stan na Novoj Detelinari,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-dvosoban-stan-na-novoj-detelinari/Nk1rxO6uJGK/,"Detelinara nova, Novi Sad, Srbija"
Novi Sad,Somborski bulevar,N/A,133900,47.0,2848.94,Na prodaju komforan dvosoban stan!,https://www.nekretnine.rs/stambeni-objekti/stanovi/na-prodaju-komforan-dvosoban-stan/Nk66QBSLnAv/,"Somborski bulevar, Novi Sad, Srbija"
Novi Sad,Podbara,N/A,129780,36.0,3605.0,Prodaje se stan na Podbari 36m2,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaje-se-stan-na-podbari-36m2/NkYLVEW3vN6/,"Podbara, Novi Sad, Srbija"
Futog,N/A,N/A,60380,37.0,1631.89,Nov jednoiposoban stan na 1.spratu! 062/221-178,https://www.nekretnine.rs/stambeni-objekti/stanovi/nov-jednoiposoban-stan-na-1spratu-062221-178/NkDtmofzAsH/,"Futog, Srbija"
Novi Sad,Detelinara nova,N/A,138430,48.0,2883.96,Dvosoban stan kakav trazite,https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-kakav-trazite/NkTjqgGiH2l/,"Detelinara nova, Novi Sad, Srbija"
Beograd,Stari Grad,Vlajkoviceva,495000,121.0,4090.91,"Salonac, Vlajkoviceva Beograd centar. VLASNIK BEZ POSREDNIKA",https://www.nekretnine.rs/stambeni-objekti/stanovi/salonac-vlajkoviceva-beograd-centar-vlasnik-bez-posrednika/Nk3A26yRYZa/,"Stari Grad, Beograd, Srbija"
Futog,N/A,N/A,55240,34.0,1624.71,Jednoiposoban nov i uknjižen stan! 062/221-178,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-nov-i-uknjizen-stan-062221-178/NkLoEArkSk1/,"Futog, Srbija"
Futog,N/A,N/A,44650,24.0,1860.42,Povoljno - uknjižena garsonjera - nova! 062/221-178,https://www.nekretnine.rs/stambeni-objekti/stanovi/povoljno-uknjizena-garsonjera-nova-062221-178/NkhZ8U87DZQ/,"Futog, Srbija"
Niš,Ćele kula,Svetozara Markovića,150000,80.0,1875.0,"Stan 75m2, kod Narodnog pozorišta",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-75m2-kod-narodnog-pozorista/NkUtikDjs9L/,"Ćele kula, Niš, Srbija"
Niš,Pantelej,Somborski bulevar,118500,62.0,1911.29,"Dvosoban stan u funkciji dvoiposobnog 62m2, Pantelej",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-funkciji-dvoiposobnog-62m2-pantelej/NkgM9Q_kdVG/,"Pantelej, Niš, Srbija"
Beograd,Borča I,Ljube Nenadovića,63000,37.0,1702.7,Borča - zbeg ID#5510,https://www.nekretnine.rs/stambeni-objekti/stanovi/borca-zbeg-id5510/Nkq71Epf7ph/,"Borča I, Beograd, Srbija"
Niš,Ćele kula,Svetozara Markovića,150000,80.0,1875.0,"Stan 75m2, kod Narodnog pozorišta",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-75m2-kod-narodnog-pozorista/NkHGM91ONe_/,"Ćele kula, Niš, Srbija"
Niš,Pantelej,Somborski bulevar,118500,62.0,1911.29,"Dvosoban stan u funkciji dvoiposobnog 62m2, Pantelej",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-u-funkciji-dvoiposobnog-62m2-pantelej/NkbauH_U_wC/,"Pantelej, Niš, Srbija"
Niš,Ćele kula,Sinđelićev trg,113500,52.0,2182.69,"Dvosoban stan 52m2, potpuno opremljen u centru grada",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-52m2-potpuno-opremljen-u-centru-grada/NkRDR7Sro0c/,"Ćele kula, Niš, Srbija"
Beograd,Zemun (Centar),Radoja Dakića,124800,43.0,2902.33,Kućica u centru Zemuna - dvoetažni stan sa svetlim potkrovljem,https://www.nekretnine.rs/stambeni-objekti/stanovi/kucica-u-centru-zemuna-dvoetazni-stan-sa-svetlim-potkrovljem/NktuDCyvGYZ/,"Zemun (Centar), Beograd, Srbija"
Novi Sad,Adice,N/A,73500,30.0,2450.0,Jednoiposoban-useljiv-Adice-064/1494114,https://www.nekretnine.rs/stambeni-objekti/stanovi/jednoiposoban-useljiv-adice-0641494114/NkdOm9J97lt/,"Adice, Novi Sad, Srbija"
Beograd,Južni bulevar,Gospodara Vučića,315563,84.0,3756.7,"Stan 3.0, 84m2, Gospodara Vučića (Beograd), 315563e",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-30-84m2-gospodara-vucica-beograd-315563e/NkuEcySYflC/,"Južni bulevar, Beograd, Srbija"
Beograd,Južni bulevar,Gospodara Vučića,315188,84.0,3752.24,"Stan 4.0, 84m2, Gospodara Vučića (Beograd), 315188e",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-40-84m2-gospodara-vucica-beograd-315188e/Nk0CFNazUpP/,"Južni bulevar, Beograd, Srbija"
Beograd,Južni bulevar,Gospodara Vučića,316688,84.0,3770.1,"Stan 4.0, 84m2, Gospodara Vučića (Beograd), 316688e",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-40-84m2-gospodara-vucica-beograd-316688e/Nkh9aLbwtWJ/,"Južni bulevar, Beograd, Srbija"
Beograd,Novi Beograd,Bulevar Arsenija Čarnojevića,378000,122.0,3098.36,"Stan 5.0, 122m2, Bulevar Arsenija Čarnojevića (Beograd), 378000e",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-50-122m2-bulevar-arsenija-carnojevica-beograd-378000e/NkipVBI5gVS/,"Novi Beograd, Beograd, Srbija"
Novi Sad,Avijatičarsko naselje,N/A,175100,69.0,2537.68,Troiposoban-useljiv-novogradnja-064/1494114,https://www.nekretnine.rs/stambeni-objekti/stanovi/troiposoban-useljiv-novogradnja-0641494114/NkB-4chu8Th/,"Avijatičarsko naselje, Novi Sad, Srbija"
Bačka Palanka,Cara Lazara 22,N/A,162000,85.0,1905.88,"Namešten stan, strogi centar, sa garažom i pripadajućim dvorištem.",https://www.nekretnine.rs/stambeni-objekti/stanovi/namesten-stan-strogi-centar-sa-garazom-i-pripadajucim-dvoristem/NkunngsEFI2/,"Bačka Palanka, Srbija"
Beograd,Novi Beograd Blok 70a,Omladinskih brigada,205000,64.0,3203.12,"Dvosoban stan, blok 70a",https://www.nekretnine.rs/stambeni-objekti/stanovi/dvosoban-stan-blok-70a/NkmaTEnHo0i/,"Novi Beograd Blok 70a, Beograd, Srbija"
Beograd,Autokomanda,Jove Ilića,161817,42.0,3852.79,"Jove Ilića, Charm Residences, nova, lux garsonjera ID#10030",https://www.nekretnine.rs/stambeni-objekti/stanovi/jove-ilica-charm-residences-nova-lux-garsonjera-id10030/Nkdizp1m3TB/,"Autokomanda, Beograd, Srbija"
Beograd,Novi Beograd Blok 67 (Belvil),Jurija Gagarina,229000,56.0,4089.29,NBGD-Belville-56m2-2.0-sa parking mestom,https://www.nekretnine.rs/stambeni-objekti/stanovi/nbgd-belville-56m2-20-sa-parking-mestom/Nkcw7AaMtok/,"Novi Beograd Blok 67 (Belvil), Beograd, Srbija"
Kragujevac,Centar,Zmaj Jovina,145500,82.57,1762.14,"Kragujevac, stan na trećem spratu u ekskluzivnoj zoni 82,57 m2, u izgradnji",https://www.nekretnine.rs/stambeni-objekti/stanovi/kragujevac-stan-na-trecem-spratu-u-ekskluzivnoj-zoni-82-57-m2-u-izgradnji/NkTZRJrV0ZN/,"Centar, Kragujevac, Srbija"
Kragujevac,Aerodrom,Atinska,96916,52.35,1851.31,"Stan 52,35 m2, drugi sprat - Kragujevac, Aerodrom, u izgradnji",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-52-35-m2-drugi-sprat-kragujevac-aerodrom-u-izgradnji/Nkd0Dtisxju/,"Aerodrom, Kragujevac, Srbija"
Kragujevac,Pivara,Stojana Protića,101092,53.0,1907.4,"Stan 53 m2, treći sprat - Kragujevac, Pivara, u izgradnji",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-53-m2-treci-sprat-kragujevac-pivara-u-izgradnji/Nksocv1PTmz/,"Pivara, Kragujevac, Srbija"
Beograd,Crveni krst,Tome Maksimovića,334000,78.3,4265.64,"Vračar, lux, novogradnja",https://www.nekretnine.rs/stambeni-objekti/stanovi/vracar-lux-novogradnja/NkN_JYt7i7-/,"Crveni krst, Beograd, Srbija"
Novi Sad,Detelinara nova,N/A,266150,136.0,1956.99,PORODIČAN,https://www.nekretnine.rs/stambeni-objekti/stanovi/porodican/Nk1uJBmwp1S/,"Detelinara nova, Novi Sad, Srbija"
Beograd,Kluz,Madridska,109506,34.93,3135.01,Zvezda Bulevara- Aviv park- Vaš novi dom ID#14034,https://www.nekretnine.rs/stambeni-objekti/stanovi/zvezda-bulevara-aviv-park-vas-novi-dom-id14034/NkRMSGJLz8o/,"Kluz, Beograd, Srbija"
Beograd,Novi Beograd Blok 64,Gandijeva,221000,77.0,2870.13,Blok 64 Gandijeva,https://www.nekretnine.rs/stambeni-objekti/stanovi/blok-64-gandijeva/NkC3_dYjNM1/,"Novi Beograd Blok 64, Beograd, Srbija"
Beograd,Zeleno Brdo,Bulevar Kralja Aleksandra,199900,53.0,3771.7,Lux namešten stan u novoj zgradi ID#9075,https://www.nekretnine.rs/stambeni-objekti/stanovi/lux-namesten-stan-u-novoj-zgradi-id9075/NkZvEhVLDHh/,"Zeleno Brdo, Beograd, Srbija"
Beograd,Zemun (Save Kovačevića),Železnička,257000,123.0,2089.43,Prodaja Stan Zeleznicka Duplex 123m2 Novogradnja ID#1424,https://www.nekretnine.rs/stambeni-objekti/stanovi/prodaja-stan-zeleznicka-duplex-123m2-novogradnja-id1424/NkGGuzFAql1/,"Zemun (Save Kovačevića), Beograd, Srbija"
Novi Sad,Subotički bulevar,N/A,258530,86.0,3006.16,Fenomenalan stan na Bulevaru Evrope,https://www.nekretnine.rs/stambeni-objekti/stanovi/fenomenalan-stan-na-bulevaru-evrope/NkaX1EaSTyn/,"Subotički bulevar, Novi Sad, Srbija"
Novi Sad,Centar,N/A,135960,38.0,3577.89,Kompletno renoviran prelep stan - Uknjižen,https://www.nekretnine.rs/stambeni-objekti/stanovi/kompletno-renoviran-prelep-stan-uknjizen/NklkM_YC0VI/,"Centar, Novi Sad, Srbija"
Niš,Palilula,Gavrila Principa,150000,92.0,1630.43,"4.0, PALILULA – NOVI NIŠ, TREĆI SPRAT, LIFT, CG",https://www.nekretnine.rs/stambeni-objekti/stanovi/40-palilula---novi-nis-treci-sprat-lift-cg/NkS1Nntdapx/,"Palilula, Niš, Srbija"
Niš,Palilula,Gavrila Principa,150000,92.0,1630.43,"4.0, PALILULA – NOVI NIŠ, TREĆI SPRAT, LIFT, CG",https://www.nekretnine.rs/stambeni-objekti/stanovi/40-palilula---novi-nis-treci-sprat-lift-cg/NkOYwRyZg03/,"Palilula, Niš, Srbija"
Niš,Palilula,Gavrila Principa,150000,92.0,1630.43,"4.0, PALILULA – NOVI NIŠ, TREĆI SPRAT, LIFT, CG",https://www.nekretnine.rs/stambeni-objekti/stanovi/40-palilula---novi-nis-treci-sprat-lift-cg/NkqoQxbYfZm/,"Palilula, Niš, Srbija"
Novi Sad,Telep,N/A,266770,94.0,2837.98,"Stan,NOVI SAD,TELEP,kv: 94.00, € 266770, ID: 1003750",https://www.nekretnine.rs/stambeni-objekti/stanovi/stan-novi-sad-telep-kv-9400-eur-266770-id-1003750/NkIINO3Y6cc/,"Telep, Novi Sad, Srbija"
Beograd,Senjak,N/A,180000,53.0,3396.23,SENJAK 3.0 - DUPLEX,https://www.nekretnine.rs/stambeni-objekti/stanovi/senjak-30-duplex/Nkfq-OtSo0Z/,"Senjak, Beograd, Srbija"
Novi Sad,Grbavica,N/A,196910,60.0,3281.83,Top izgradnja na Grbavici,https://www.nekretnine.rs/stambeni-objekti/stanovi/top-izgradnja-na-grbavici/Nk-8p2Td2cC/,"Grbavica, Novi Sad, Srbija"
Futog,N/A,N/A,65150,40.0,1628.75,Predstavljamo vam dvosoban stan u izgradnji u najlepšem delu Futoga.,https://www.nekretnine.rs/stambeni-objekti/stanovi/predstavljamo-vam-dvosoban-stan-u-izgradnji-u-najlepsem-delu-futoga/NkZjh_HM-95/,"Futog, Srbija"
Novi Sad,Adice,N/A,90590,46.0,1969.35,Odlican jednoiposoban stan u izgradnji,https://www.nekretnine.rs/stambeni-objekti/stanovi/odlican-jednoiposoban-stan-u-izgradnji/Nk-fpvCr5L3/,"Adice, Novi Sad, Srbija"
Novi Sad,Grbavica,N/A,153600,53.0,2898.11,Nova top izgradnja na Grbavici,https://www.nekretnine.rs/stambeni-objekti/stanovi/nova-top-izgradnja-na-grbavici/Nk3PCldhrQE/,"Grbavica, Novi Sad, Srbija"
